date,open,close,volume,logvolume,pricevar,classes,,prevopen,prevclose,logprevvol,prevpricevar,prevclasses,classes
19-Jan-16,387.03,380.15,"46,819,800",17.66181675,-1.777639976,2,,381.73,387.17,17.8119464,1.425091033,3,2
18-Jan-16,381.73,387.17,"54,403,900",17.8119464,1.425091033,3,,387.15,382.3,17.62925017,-1.252744414,3,3
17-Jan-16,387.15,382.3,"45,319,600",17.62925017,-1.252744414,3,,365.07,387.54,18.60593134,6.154983976,5,3
16-Jan-16,365.07,387.54,"120,352,000",18.60593134,6.154983976,5,,430.26,364.33,18.84824002,-15.32329289,1,5
15-Jan-16,430.26,364.33,"153,351,008",18.84824002,-15.32329289,1,,432.29,430.31,17.59846079,-0.458025862,3,1
14-Jan-16,432.29,430.31,"43,945,500",17.59846079,-0.458025862,3,,434.67,432.37,18.97392197,-0.529137046,3,3
13-Jan-16,434.67,432.37,"173,888,000",18.97392197,-0.529137046,3,,448.18,435.69,18.56570707,-2.786826721,2,3
12-Jan-16,448.18,435.69,"115,607,000",18.56570707,-2.786826721,2,,448.7,448.43,17.5155772,-0.060173836,3,2
11-Jan-16,448.7,448.43,"40,450,000",17.5155772,-0.060173836,3,,448.24,447.99,17.3989156,-0.055773693,3,3
10-Jan-16,448.24,447.99,"35,995,900",17.3989156,-0.055773693,3,,453.38,447.61,17.28989644,-1.272663108,3,3
9-Jan-16,453.38,447.61,"32,278,000",17.28989644,-1.272663108,3,,457.54,453.23,17.85843901,-0.941994143,3,3
8-Jan-16,457.54,453.23,"56,993,000",17.85843901,-0.941994143,3,,430.01,458.05,18.28785996,6.520778587,5,3
7-Jan-16,430.01,458.05,"87,562,200",18.28785996,6.520778587,5,,431.86,429.11,17.3431203,-0.636780438,3,5
6-Jan-16,431.86,429.11,"34,042,500",17.3431203,-0.636780438,3,,433.07,431.96,17.35712474,-0.256309604,3,3
5-Jan-16,433.07,431.96,"34,522,600",17.35712474,-0.256309604,3,,430.06,433.09,17.46558421,0.704552853,3,3
4-Jan-16,430.06,433.09,"38,477,500",17.46558421,0.704552853,3,,433.58,430.01,17.49519285,-0.823377462,3,3
3-Jan-16,433.58,430.01,"39,633,800",17.49519285,-0.823377462,3,,434.62,433.44,17.21992277,-0.271501542,3,3
2-Jan-16,434.62,433.44,"30,096,600",17.21992277,-0.271501542,3,,430.72,434.33,17.40674686,0.838131501,3,3
1-Jan-16,430.72,434.33,"36,278,900",17.40674686,0.838131501,3,,425.88,430.57,17.64407804,1.101249178,3,3
31-Dec-15,425.88,430.57,"45,996,600",17.64407804,1.101249178,3,,433.3,426.62,17.6633022,-1.541657051,2,3
30-Dec-15,433.3,426.62,"46,889,400",17.6633022,-1.541657051,2,,422.1,432.98,17.7589644,2.577588249,4,2
29-Dec-15,422.1,432.98,"51,596,500",17.7589644,2.577588249,4,,423.34,422.28,17.72027931,-0.250389758,3,4
28-Dec-15,423.34,422.28,"49,638,600",17.72027931,-0.250389758,3,,416.51,422.82,17.79689543,1.514969629,4,3
27-Dec-15,416.51,422.82,"53,591,200",17.79689543,1.514969629,4,,455.76,417.27,18.57053076,-8.445234334,1,4
26-Dec-15,455.76,417.27,"116,166,000",18.57053076,-8.445234334,1,,454.86,455.65,17.481083,0.173679814,3,1
25-Dec-15,454.86,455.65,"39,078,500",17.481083,0.173679814,3,,443.09,454.98,17.86131592,2.683427746,4,3
24-Dec-15,443.09,454.98,"57,157,200",17.86131592,2.683427746,4,,436.72,442.4,17.66908632,1.300604506,3,4
23-Dec-15,436.72,442.4,"47,161,400",17.66908632,1.300604506,3,,437.44,436.57,17.74420187,-0.198884418,3,3
22-Dec-15,437.44,436.57,"50,840,400",17.74420187,-0.198884418,3,,442.84,438.64,18.1675894,-0.94842381,3,3
21-Dec-15,442.84,438.64,"77,639,696",18.1675894,-0.94842381,3,,462.23,442.68,18.13844249,-4.229496138,1,3
20-Dec-15,462.23,442.68,"75,409,400",18.13844249,-4.229496138,1,,463.55,462.32,17.68447365,-0.265343544,3,1
19-Dec-15,463.55,462.32,"47,892,700",17.68447365,-0.265343544,3,,455.85,463.62,17.91351674,1.704508062,4,3
18-Dec-15,455.85,463.62,"60,220,100",17.91351674,1.704508062,4,,454.78,456.08,17.68626147,0.2858525,3,4
17-Dec-15,454.78,456.08,"47,978,400",17.68626147,0.2858525,3,,465.21,454.93,18.49712313,-2.209754734,2,3
16-Dec-15,465.21,454.93,"107,944,000",18.49712313,-2.209754734,2,,443.88,465.32,18.23580919,4.830134271,5,2
15-Dec-15,443.88,465.32,"83,121,104",18.23580919,4.830134271,5,,433.27,444.18,18.68685313,2.518060332,4,5
14-Dec-15,433.27,444.18,"130,496,000",18.68685313,2.518060332,4,,431.66,433.76,17.82376332,0.486494,3,4
13-Dec-15,431.66,433.76,"55,050,600",17.82376332,0.486494,3,,452.33,435,18.6980776,-3.831273628,1,3
12-Dec-15,452.33,435,"131,969,000",18.6980776,-3.831273628,1,,415.28,451.94,18.52453613,8.827778848,5,1
11-Dec-15,415.28,451.94,"110,944,000",18.52453613,8.827778848,5,,417.99,415.48,17.76942187,-0.600492835,3,5
10-Dec-15,417.99,415.48,"52,138,900",17.76942187,-0.600492835,3,,414.44,417.56,18.32545976,0.752823087,3,3
9-Dec-15,414.44,417.56,"90,917,200",18.32545976,0.752823087,3,,395.75,415.56,17.87252355,5.005685407,5,3
8-Dec-15,395.75,415.56,"57,801,400",17.87252355,5.005685407,5,,389.98,395.54,17.96585416,1.425714139,3,5
7-Dec-15,389.98,395.54,"63,455,800",17.96585416,1.425714139,3,,389.55,388.78,18.16916344,-0.197663971,3,3
6-Dec-15,389.55,388.78,"77,762,000",18.16916344,-0.197663971,3,,363.72,388.95,18.00943194,6.936654569,5,3
5-Dec-15,363.72,388.95,"66,282,200",18.00943194,6.936654569,5,,361.26,363.18,17.39301422,0.531473177,3,5
4-Dec-15,361.26,363.18,"35,784,100",17.39301422,0.531473177,3,,359.33,361.05,17.74173031,0.478668633,3,3
3-Dec-15,359.33,361.05,"50,714,900",17.74173031,0.478668633,3,,361.85,359.19,17.80746242,-0.735111234,3,3
2-Dec-15,361.85,359.19,"54,160,500",17.80746242,-0.735111234,3,,377.41,362.49,17.91736353,-3.95326038,1,3
1-Dec-15,377.41,362.49,"60,452,200",17.91736353,-3.95326038,1,,371.44,377.32,18.08802362,1.583028215,4,1
30-Nov-15,371.44,377.32,"71,701,600",18.08802362,1.583028215,4,,357.47,371.29,17.51457051,3.86605869,5,4
29-Nov-15,357.47,371.29,"40,409,300",17.51457051,3.86605869,5,,357.14,357.38,17.42145939,0.067200538,3,5
28-Nov-15,357.14,357.38,"36,816,600",17.42145939,0.067200538,3,,351.86,358.04,17.82609482,1.756380379,4,3
27-Nov-15,351.86,358.04,"55,179,100",17.82609482,1.756380379,4,,328.3,352.68,18.47993973,7.426134633,5,4
26-Nov-15,328.3,352.68,"106,105,000",18.47993973,7.426134633,5,,320.05,328.21,17.54521761,2.549601625,4,5
25-Nov-15,320.05,328.21,"41,666,900",17.54521761,2.549601625,4,,323.01,320.05,17.19523231,-0.916380298,3,4
24-Nov-15,323.01,320.05,"29,362,600",17.19523231,-0.916380298,3,,324.35,323.05,17.128929,-0.400801603,3,3
23-Nov-15,324.35,323.05,"27,478,900",17.128929,-0.400801603,3,,326.98,324.54,16.96992893,-0.746223011,3,3
22-Nov-15,326.98,324.54,"23,439,400",16.96992893,-0.746223011,3,,322.09,326.93,17.15485027,1.502685585,4,3
21-Nov-15,322.09,326.93,"28,200,500",17.15485027,1.502685585,4,,326.41,322.02,17.78868322,-1.344934285,3,4
20-Nov-15,326.41,322.02,"53,152,900",17.78868322,-1.344934285,3,,334.68,326.15,17.62241968,-2.548703239,2,3
19-Nov-15,334.68,326.15,"45,011,100",17.62241968,-2.548703239,2,,334.59,334.59,17.59477444,0,3,2
18-Nov-15,334.59,334.59,"43,783,800",17.59477444,0,3,,330.36,335.09,17.74736756,1.431771401,3,3
17-Nov-15,330.36,335.09,"51,001,600",17.74736756,1.431771401,3,,319.73,330.75,17.6862969,3.446658118,4,3
16-Nov-15,319.73,330.75,"47,980,100",17.6862969,3.446658118,4,,333.05,320.17,17.60453168,-3.867287194,1,4
15-Nov-15,333.05,320.17,"44,213,100",17.60453168,-3.867287194,1,,336.62,332.91,17.46907367,-1.102132969,3,1
14-Nov-15,336.62,332.91,"38,612,000",17.46907367,-1.102132969,3,,338.5,336.75,17.76681197,-0.516986706,3,3
13-Nov-15,338.5,336.75,"52,003,000",17.76681197,-0.516986706,3,,314.08,338.15,18.17832634,7.663652573,5,3
12-Nov-15,314.08,338.15,"78,477,800",18.17832634,7.663652573,5,,339.82,311.08,18.48899338,-8.457418633,1,5
11-Nov-15,339.82,311.08,"107,070,000",18.48899338,-8.457418633,1,,379.98,336.82,18.37775136,-11.35849255,1,1
10-Nov-15,379.98,336.82,"95,797,904",18.37775136,-11.35849255,1,,374.32,380.26,18.03831283,1.586877538,4,1
9-Nov-15,374.32,380.26,"68,224,400",18.03831283,1.586877538,4,,384.28,373.37,17.76324042,-2.839075674,2,4
8-Nov-15,384.28,373.37,"51,817,600",17.76324042,-2.839075674,2,,374.27,386.48,17.85196291,3.262350709,4,2
7-Nov-15,374.27,386.48,"56,625,100",17.85196291,3.262350709,4,,388.05,374.47,18.62514695,-3.499549027,2,4
6-Nov-15,388.05,374.47,"122,687,000",18.62514695,-3.499549027,2,,408.08,386.35,18.83823905,-5.324936287,1,2
5-Nov-15,408.08,386.35,"151,824,992",18.83823905,-5.324936287,1,,403.66,411.56,19.3910808,1.957092603,4,1
4-Nov-15,403.66,411.56,"263,900,000",19.3910808,1.957092603,4,,361.87,403.42,19.14417283,11.48202393,5,4
3-Nov-15,361.87,403.42,"206,162,000",19.14417283,11.48202393,5,,325.94,361.19,18.43967913,10.8148739,5,5
2-Nov-15,325.94,361.19,"101,918,000",18.43967913,10.8148739,5,,315.01,325.43,17.4264582,3.307831497,4,5
1-Nov-15,315.01,325.43,"37,001,100",17.4264582,3.307831497,4,,328.51,314.17,17.69909499,-4.365163922,1,4
31-Oct-15,328.51,314.17,"48,598,100",17.69909499,-4.365163922,1,,313.94,328.02,18.17612202,4.484933427,5,1
30-Oct-15,313.94,328.02,"78,305,000",18.17612202,4.484933427,5,,304.32,313.86,17.98211221,3.134858044,4,5
29-Oct-15,304.32,313.86,"64,495,900",17.98211221,3.134858044,4,,293.7,304.62,17.74356635,3.718079673,5,4
28-Oct-15,293.7,304.62,"50,808,100",17.74356635,3.718079673,5,,285.18,293.79,17.65133911,3.019145803,4,5
27-Oct-15,285.18,293.79,"46,331,800",17.65133911,3.019145803,4,,283.63,285.3,17.28464069,0.588795261,3,4
26-Oct-15,283.63,285.3,"32,108,800",17.28464069,0.588795261,3,,281.45,283.68,17.63798297,0.792325457,3,3
25-Oct-15,281.45,283.68,"45,717,100",17.63798297,0.792325457,3,,276.5,281.65,17.07138925,1.862567812,4,3
24-Oct-15,276.5,281.65,"25,942,400",17.07138925,1.862567812,4,,273.65,276.5,17.19794977,1.041476338,3,4
23-Oct-15,273.65,276.5,"29,442,500",17.19794977,1.041476338,3,,266.5,274.02,17.44804715,2.821763602,4,3
22-Oct-15,266.5,274.02,"37,808,600",17.44804715,2.821763602,4,,269.31,266.27,17.05955888,-1.128810664,3,4
21-Oct-15,269.31,266.27,"25,637,300",17.05955888,-1.128810664,3,,263.57,269.46,17.24593659,2.234700459,4,3
20-Oct-15,263.57,269.46,"30,889,800",17.24593659,2.234700459,4,,261.86,263.44,17.04468517,0.60337585,3,4
19-Oct-15,261.86,263.44,"25,258,800",17.04468517,0.60337585,3,,270.91,261.64,16.9261016,-3.421800598,2,3
18-Oct-15,270.91,261.64,"22,434,300",16.9261016,-3.421800598,2,,262.75,270.64,17.58134179,3.002854424,4,2
17-Oct-15,262.75,270.64,"43,199,600",17.58134179,3.002854424,4,,254.3,262.87,17.39628964,3.370035391,4,4
16-Oct-15,254.3,262.87,"35,901,500",17.39628964,3.370035391,4,,252.11,254.32,17.04328666,0.876601483,3,4
15-Oct-15,252.11,254.32,"25,223,500",17.04328666,0.876601483,3,,249.49,251.99,17.12833564,1.00204417,3,3
14-Oct-15,249.49,251.99,"27,462,600",17.12833564,1.00204417,3,,245.2,249.51,17.15477934,1.757748777,4,3
13-Oct-15,245.2,249.51,"28,198,500",17.15477934,1.757748777,4,,246.88,245.31,16.67130812,-0.635936487,3,4
12-Oct-15,246.88,245.31,"17,388,300",16.67130812,-0.635936487,3,,244.74,247.05,16.63851313,0.943858789,3,3
11-Oct-15,244.74,247.05,"16,827,300",16.63851313,0.943858789,3,,243.74,244.94,16.58262809,0.49232789,3,3
10-Oct-15,243.74,244.94,"15,912,700",16.58262809,0.49232789,3,,242.5,243.93,16.66928172,0.589690722,3,3
9-Oct-15,242.5,243.93,"17,353,100",16.66928172,0.589690722,3,,243.07,242.3,16.73410798,-0.316781174,3,3
8-Oct-15,243.07,242.3,"18,515,300",16.73410798,-0.316781174,3,,246.17,242.97,16.95096999,-1.299914693,3,3
7-Oct-15,246.17,242.97,"22,999,200",16.95096999,-1.299914693,3,,240.36,246.06,17.13097211,2.371442836,4,3
6-Oct-15,240.36,246.06,"27,535,100",17.13097211,2.371442836,4,,238.15,240.38,16.96550351,0.936384632,3,4
5-Oct-15,238.15,240.38,"23,335,900",16.96550351,0.936384632,3,,238.53,238.26,16.38038299,-0.113193309,3,3
4-Oct-15,238.53,238.26,"12,999,000",16.38038299,-0.113193309,3,,237.2,238.73,16.6178219,0.645025295,3,3
3-Oct-15,237.2,238.73,"16,482,700",16.6178219,0.645025295,3,,237.26,237.29,16.79500674,0.012644356,3,3
2-Oct-15,237.26,237.29,"19,677,900",16.79500674,0.012644356,3,,236,237.55,16.83538895,0.656779661,3,3
1-Oct-15,236,237.55,"20,488,800",16.83538895,0.656779661,3,,236.64,236.06,16.79833488,-0.245098039,3,3
30-Sep-15,236.64,236.06,"19,743,500",16.79833488,-0.245098039,3,,239.02,236.69,16.93749215,-0.974813823,3,3
29-Sep-15,239.02,236.69,"22,691,300",16.93749215,-0.974813823,3,,232.84,239.14,17.02283998,2.705720667,4,3
28-Sep-15,232.84,239.14,"24,713,000",17.02283998,2.705720667,4,,234.14,232.76,16.46733603,-0.589390963,3,4
27-Sep-15,234.14,232.76,"14,179,900",16.46733603,-0.589390963,3,,235.08,234.34,16.43466397,-0.314786456,3,3
26-Sep-15,235.08,234.34,"13,724,100",16.43466397,-0.314786456,3,,234.36,235.14,16.9229452,0.332821301,3,3
25-Sep-15,234.36,235.14,"22,363,600",16.9229452,0.332821301,3,,230.36,234.53,17.03829075,1.810210106,4,3
24-Sep-15,230.36,234.53,"25,097,800",17.03829075,1.810210106,4,,230.94,230.28,16.66356035,-0.285788516,3,4
23-Sep-15,230.94,230.28,"17,254,100",16.66356035,-0.285788516,3,,226.97,230.62,17.03475831,1.608142045,4,3
22-Sep-15,226.97,230.62,"25,009,300",17.03475831,1.608142045,4,,231.22,227.09,16.79505247,-1.786177666,2,4
21-Sep-15,231.22,227.09,"19,678,800",16.79505247,-1.786177666,2,,231.4,231.21,16.48583812,-0.082108902,3,2
20-Sep-15,231.4,231.21,"14,444,700",16.48583812,-0.082108902,3,,232.86,231.49,16.35810419,-0.588336339,3,3
19-Sep-15,232.86,231.49,"12,712,600",16.35810419,-0.588336339,3,,233.52,232.98,16.82328009,-0.231243577,3,3
18-Sep-15,233.52,232.98,"20,242,200",16.82328009,-0.231243577,3,,229.08,229.81,16.75654374,0.318665968,3,3
17-Sep-15,229.08,229.81,"18,935,400",16.75654374,0.318665968,3,,230.25,229.09,16.81842696,-0.503800217,3,3
16-Sep-15,230.25,229.09,"20,144,200",16.81842696,-0.503800217,3,,230.49,230.3,16.76926392,-0.082433077,3,3
15-Sep-15,230.49,230.3,"19,177,800",16.76926392,-0.082433077,3,,230.61,230.64,16.85992823,0.013008976,3,3
14-Sep-15,230.61,230.64,"20,997,800",16.85992823,0.013008976,3,,235.24,230.51,16.73213469,-2.010712464,2,3
13-Sep-15,235.24,230.51,"18,478,800",16.73213469,-2.010712464,2,,239.85,235.23,16.70380238,-1.926203877,2,2
12-Sep-15,239.85,235.23,"17,962,600",16.70380238,-1.926203877,2,,238.33,240.11,16.77170647,0.746863592,3,2
11-Sep-15,238.33,240.11,"19,224,700",16.77170647,0.746863592,3,,238.34,238.48,16.8702426,0.058739616,3,3
10-Sep-15,238.34,238.48,"21,215,500",16.8702426,0.058739616,3,,243.41,238.17,16.97826884,-2.152746395,2,3
9-Sep-15,243.41,238.17,"23,635,700",16.97826884,-2.152746395,2,,239.85,243.61,17.10686331,1.567646446,4,2
8-Sep-15,239.85,243.61,"26,879,200",17.10686331,1.567646446,4,,239.93,239.85,16.86914375,-0.033343058,3,4
7-Sep-15,239.93,239.85,"21,192,200",16.86914375,-0.033343058,3,,234.87,239.84,17.05315711,2.116064206,4,3
6-Sep-15,234.87,239.84,"25,473,700",17.05315711,2.116064206,4,,230.2,235.02,16.84426166,2.093831451,4,4
5-Sep-15,230.2,235.02,"20,671,400",16.84426166,2.093831451,4,,227.21,230.3,16.85824091,1.359975353,3,4
4-Sep-15,227.21,230.3,"20,962,400",16.85824091,1.359975353,3,,229.32,227.18,16.67668234,-0.93319379,3,3
3-Sep-15,229.32,227.18,"17,482,000",16.67668234,-0.93319379,3,,228.03,229.28,16.74725882,0.548173486,3,3
2-Sep-15,228.03,229.28,"18,760,400",16.74725882,0.548173486,3,,230.26,228.12,16.83959703,-0.929384174,3,3
1-Sep-15,230.26,228.12,"20,575,200",16.83959703,-0.929384174,3,,229.11,230.06,16.84616103,0.414647986,3,3
31-Aug-15,229.11,230.06,"20,710,700",16.84616103,0.414647986,3,,229.9,228.76,16.7814329,-0.495867769,3,3
30-Aug-15,229.9,228.76,"19,412,600",16.7814329,-0.495867769,3,,231.55,229.78,16.65707132,-0.764413734,3,3
29-Aug-15,231.55,229.78,"17,142,500",16.65707132,-0.764413734,3,,224.7,231.4,17.2602973,2.981753449,4,3
28-Aug-15,224.7,231.4,"31,336,600",17.2602973,2.981753449,4,,226.05,224.77,16.90224374,-0.566246406,3,4
27-Aug-15,226.05,224.77,"21,905,400",16.90224374,-0.566246406,3,,222.08,225.83,17.27522839,1.688580692,4,3
26-Aug-15,222.08,225.83,"31,808,000",17.27522839,1.688580692,4,,210.07,221.61,17.92784565,5.49340696,5,4
25-Aug-15,210.07,221.61,"61,089,200",17.92784565,5.49340696,5,,228.11,210.49,17.8967817,-7.724343518,1,5
24-Aug-15,228.11,210.49,"59,220,700",17.8967817,-7.724343518,1,,230.38,228.17,16.72821985,-0.95928466,3,1
23-Aug-15,230.38,228.17,"18,406,600",16.72821985,-0.95928466,3,,232.66,230.39,16.95991711,-0.975672655,3,3
22-Aug-15,232.66,230.39,"23,205,900",16.95991711,-0.975672655,3,,235.35,232.57,16.95853289,-1.18121946,3,3
21-Aug-15,235.35,232.57,"23,173,800",16.95853289,-1.18121946,3,,226.9,235.35,17.28980349,3.724107536,5,3
20-Aug-15,226.9,235.35,"32,275,000",17.28980349,3.724107536,5,,225.67,226.68,17.92423786,0.447556166,3,5
19-Aug-15,225.67,226.68,"60,869,200",17.92423786,0.447556166,3,,257.93,211.08,17.55667881,-18.1638429,1,3
18-Aug-15,257.93,211.08,"42,147,200",17.55667881,-18.1638429,1,,258.49,257.98,16.88903223,-0.197299702,3,1
17-Aug-15,258.49,257.98,"21,617,900",16.88903223,-0.197299702,3,,261.87,258.51,17.20722983,-1.283079391,3,3
16-Aug-15,261.87,258.51,"29,717,000",17.20722983,-1.283079391,3,,265.53,261.55,16.77670832,-1.498889014,3,3
15-Aug-15,265.53,261.55,"19,321,100",16.77670832,-1.498889014,3,,264.13,265.68,17.11471951,0.586832242,3,3
14-Aug-15,264.13,265.68,"27,091,200",17.11471951,0.586832242,3,,266.18,264.08,17.13641937,-0.788939815,3,3
13-Aug-15,266.18,264.08,"27,685,500",17.13641937,-0.788939815,3,,270.6,266.38,17.10448691,-1.559497413,2,3
12-Aug-15,270.6,266.38,"26,815,400",17.10448691,-1.559497413,2,,264.34,270.39,17.05159349,2.288719074,4,2
11-Aug-15,264.34,270.39,"25,433,900",17.05159349,2.288719074,4,,265.48,264.47,16.85905156,-0.380442971,3,4
10-Aug-15,265.48,264.47,"20,979,400",16.85905156,-0.380442971,3,,261.12,265.08,16.98475907,1.516544118,4,3
9-Aug-15,261.12,265.08,"23,789,600",16.98475907,1.516544118,4,,279.74,261,17.88510126,-6.699077715,1,4
8-Aug-15,279.74,261,"58,533,000",17.88510126,-6.699077715,1,,278.74,279.58,17.56465692,0.301356102,3,1
7-Aug-15,278.74,279.58,"42,484,800",17.56465692,0.301356102,3,,281.91,278.58,16.74894713,-1.181228052,3,3
6-Aug-15,281.91,278.58,"18,792,100",16.74894713,-1.181228052,3,,284.85,281.88,16.81762244,-1.042654028,3,3
5-Aug-15,284.85,281.88,"20,128,000",16.81762244,-1.042654028,3,,281.23,285.22,16.90239438,1.418767557,3,3
4-Aug-15,281.23,285.22,"21,908,700",16.90239438,1.418767557,3,,282.81,281.23,16.88235812,-0.558678972,3,3
3-Aug-15,282.81,281.23,"21,474,100",16.88235812,-0.558678972,3,,280.45,282.61,16.69032865,0.770190765,3,3
2-Aug-15,280.45,282.61,"17,722,200",16.69032865,0.770190765,3,,284.69,281.6,16.75968634,-1.085391127,3,3
1-Aug-15,284.69,281.6,"18,995,000",16.75968634,-1.085391127,3,,287.7,284.65,16.97798956,-1.060132082,3,3
31-Jul-15,287.7,284.65,"23,629,100",16.97798956,-1.060132082,3,,289.1,287.72,16.88985991,-0.47734348,3,3
30-Jul-15,289.1,287.72,"21,635,800",16.88985991,-0.47734348,3,,294.48,289.59,17.02120387,-1.660554197,2,3
29-Jul-15,294.48,289.59,"24,672,600",17.02120387,-1.660554197,2,,293.63,294.43,17.05236774,0.272451725,3,2
28-Jul-15,293.63,294.43,"25,453,600",17.05236774,0.272451725,3,,292.64,293.62,17.23624909,0.334882449,3,3
27-Jul-15,292.64,293.62,"30,592,000",17.23624909,0.334882449,3,,288.64,292.69,16.590116,1.403131929,3,3
26-Jul-15,288.64,292.69,"16,032,300",16.590116,1.403131929,3,,288.16,288.7,16.8438165,0.187395891,3,3
25-Jul-15,288.16,288.7,"20,662,200",16.8438165,0.187395891,3,,276.01,288.28,17.43180319,4.445491105,5,3
24-Jul-15,276.01,288.28,"37,199,400",17.43180319,4.445491105,5,,277.34,276.05,16.73497175,-0.46513305,3,5
23-Jul-15,277.34,276.05,"18,531,300",16.73497175,-0.46513305,3,,275.66,277.22,16.78025771,0.565914532,3,3
22-Jul-15,275.66,277.22,"19,389,800",16.78025771,0.565914532,3,,278.88,275.83,16.94798718,-1.093660356,3,3
21-Jul-15,278.88,275.83,"22,930,700",16.94798718,-1.093660356,3,,273.5,278.98,16.93837756,2.003656307,4,3
20-Jul-15,273.5,278.98,"22,711,400",16.93837756,2.003656307,4,,274.77,273.61,16.54548532,-0.422171271,3,4
19-Jul-15,274.77,273.61,"15,332,500",16.54548532,-0.422171271,3,,279.33,274.9,17.04184252,-1.58593778,2,3
18-Jul-15,279.33,274.9,"25,187,100",17.04184252,-1.58593778,2,,278.09,279.47,17.13301469,0.496242224,3,2
17-Jul-15,278.09,279.47,"27,591,400",17.13301469,0.496242224,3,,286.04,278.09,17.71713165,-2.779331562,2,3
16-Jul-15,286.04,278.09,"49,482,600",17.71713165,-2.779331562,2,,288.05,285.83,17.12920917,-0.770699531,3,2
15-Jul-15,288.05,285.83,"27,486,600",17.12920917,-0.770699531,3,,292.03,287.46,17.17335497,-1.564907715,2,3
14-Jul-15,292.03,287.46,"28,727,200",17.17335497,-1.564907715,2,,310.83,292.05,17.94351392,-6.041887849,1,2
13-Jul-15,310.83,292.05,"62,053,900",17.94351392,-6.041887849,1,,293.14,310.87,17.84806837,6.048304564,5,1
12-Jul-15,293.14,310.87,"56,405,000",17.84806837,6.048304564,5,,284.88,293.11,17.53175953,2.888935692,4,5
11-Jul-15,284.88,293.11,"41,109,900",17.53175953,2.888935692,4,,269.16,284.89,18.42457316,5.844107594,5,4
10-Jul-15,269.16,284.89,"100,390,000",18.42457316,5.844107594,5,,270.83,269.23,17.5118918,-0.590776502,3,5
9-Jul-15,270.83,269.23,"40,301,200",17.5118918,-0.590776502,3,,265.98,270.79,17.42589319,1.808406647,4,3
8-Jul-15,265.98,270.79,"36,980,200",17.42589319,1.808406647,4,,269.96,266.21,17.17788395,-1.389094681,3,4
7-Jul-15,269.96,266.21,"28,857,600",17.17788395,-1.389094681,3,,271.11,269.03,17.71048506,-0.767216259,3,3
6-Jul-15,271.11,269.03,"49,154,800",17.71048506,-0.767216259,3,,260.8,271.91,17.60324164,4.259969325,5,3
5-Jul-15,260.8,271.91,"44,156,100",17.60324164,4.259969325,5,,256.49,260.89,16.56408831,1.71546649,4,5
4-Jul-15,256.49,260.89,"15,620,400",16.56408831,1.71546649,4,,255.46,256.34,16.7617269,0.34447663,3,4
